number;accumulated errors;
59400;0,140943;
59409;0,140938;
59412;0,140948;
59414;0,14096;
59415;0,140975;
59416;0,140989;
59427;0,14098;
59428;0,140994;
59433;0,140999;
59439;0,141002;
59440;0,141016;
59452;0,141005;
59453;0,141019;
59454;0,141033;
59456;0,141045;
59459;0,141055;
59462;0,141065;
59470;0,141063;
59473;0,141072;
59479;0,141075;
59482;0,141085;
59485;0,141094;
59488;0,141104;
59492;0,141111;
59496;0,141119;
59505;0,141114;
59508;0,141124;
59514;0,141126;
59515;0,141141;
59522;0,141141;
59525;0,141151;
59531;0,141153;
59532;0,141168;
59534;0,14118;
59536;0,141192;
59546;0,141185;
59547;0,141199;
59567;0,141169;
59575;0,141167;
59576;0,141181;
59579;0,141191;
59581;0,141203;
59585;0,14121;
59595;0,141203;
59600;0,141208;
59601;0,141222;
59603;0,141235;
59605;0,141247;
59607;0,141259;
59609;0,141271;
59610;0,141285;
59618;0,141283;
59619;0,141297;
59623;0,141305;
59627;0,141312;
59630;0,141321;
59646;0,1413;
59649;0,14131;
59658;0,141305;
59660;0,141317;
59663;0,141327;
59666;0,141337;
59674;0,141335;
59677;0,141344;
59681;0,141352;
59690;0,141347;
59695;0,141352;
59698;0,141362;
59708;0,141355;
59710;0,141367;
59714;0,141374;
59720;0,141376;
59721;0,141391;
59726;0,141396;
59732;0,141398;
59739;0,141398;
59740;0,141413;
59741;0,141427;
59742;0,141442;
59752;0,141435;
59754;0,141447;
59767;0,141433;
59768;0,141447;
59771;0,141457;
59773;0,141469;
59775;0,141481;
59791;0,141459;
59804;0,141445;
59806;0,141457;
59808;0,141469;
59811;0,141479;
59814;0,141489;
59816;0,141501;
59817;0,141515;
59824;0,141515;
59828;0,141522;
59834;0,141525;
59836;0,141537;
59847;0,141528;
59849;0,14154;
59857;0,141537;
59859;0,141549;
59861;0,141561;
59865;0,141569;
59869;0,141576;
59872;0,141585;
59896;0,141545;
59913;0,141522;
59923;0,141515;
59926;0,141525;
59927;0,141539;
59928;0,141553;
59929;0,141568;
59934;0,141572;
59936;0,141584;
59938;0,141596;
59939;0,141611;
59946;0,141611;
59950;0,141618;
59956;0,141621;
59958;0,141632;
59963;0,141637;
59976;0,141623;
59979;0,141633;
59981;0,141645;
59984;0,141654;
59985;0,141669;
59989;0,141676;
59993;0,141683;
59995;0,141695;
60008;0,141681;
60017;0,141677;
60020;0,141686;
60021;0,1417;
60027;0,141703;
60029;0,141715;
60033;0,141722;
60039;0,141725;
60042;0,141734;
60045;0,141744;
60046;0,141758;
60047;0,141772;
60050;0,141782;
60051;0,141796;
60052;0,14181;
60053;0,141825;
60057;0,141832;
60064;0,141832;
60067;0,141842;
60068;0,141856;
60070;0,141868;
60072;0,14188;
60086;0,141863;
60089;0,141873;
60090;0,141887;
60094;0,141894;
60100;0,141897;
60102;0,141909;
60118;0,141888;
60119;0,141902;
60120;0,141916;
60121;0,14193;
60124;0,14194;
60127;0,14195;
60128;0,141964;
60131;0,141973;
60133;0,141985;
60135;0,141997;
60138;0,142007;
60139;0,142021;
60149;0,142014;
60161;0,142002;
60168;0,142002;
60172;0,14201;
60179;0,14201;
60183;0,142017;
60185;0,142029;
60190;0,142034;
60194;0,142041;
60204;0,142034;
60208;0,142041;
60210;0,142053;
60212;0,142065;
60214;0,142077;
60217;0,142086;
60219;0,142098;
60222;0,142108;
60223;0,142122;
60224;0,142136;
60225;0,14215;
60227;0,142162;
60228;0,142176;
60234;0,142179;
60237;0,142188;
60243;0,142191;
60245;0,142203;
60246;0,142217;
60256;0,14221;
60258;0,142222;
60262;0,142229;
60270;0,142227;
60273;0,142236;
60277;0,142243;
60282;0,142248;
60292;0,142241;
60296;0,142248;
60299;0,142258;
60304;0,142263;
60305;0,142277;
60307;0,142289;
60312;0,142293;
60314;0,142305;
60315;0,142319;
60317;0,142331;
60319;0,142343;
60320;0,142357;
60323;0,142367;
60324;0,142381;
60329;0,142386;
60337;0,142384;
60344;0,142384;
60347;0,142393;
60350;0,142403;
60351;0,142417;
60353;0,142429;
60354;0,142443;
60358;0,14245;
60359;0,142464;
60362;0,142474;
60368;0,142476;
60371;0,142486;
60372;0,1425;
60374;0,142512;
60376;0,142524;
60377;0,142538;
60379;0,14255;
60382;0,142559;
60387;0,142564;
60396;0,142559;
60405;0,142554;
60406;0,142569;
60413;0,142569;
60431;0,142543;
60436;0,142547;
60452;0,142526;
60459;0,142526;
60469;0,142519;
60481;0,142508;
60485;0,142515;
60488;0,142524;
60490;0,142536;
60491;0,14255;
60492;0,142564;
60494;0,142576;
60499;0,142581;
60507;0,142579;
60508;0,142593;
60510;0,142605;
60514;0,142612;
60516;0,142623;
60519;0,142633;
60524;0,142638;
60528;0,142645;
60530;0,142657;
60532;0,142668;
60533;0,142683;
60542;0,142678;
60554;0,142666;
60557;0,142675;
60563;0,142678;
60570;0,142678;
60575;0,142683;
60577;0,142694;
60579;0,142706;
60583;0,142713;
60584;0,142727;
60588;0,142735;
60591;0,142744;
60595;0,142751;
60600;0,142756;
60608;0,142753;
60611;0,142763;
60612;0,142777;
60615;0,142786;
60617;0,142798;
60618;0,142812;
60626;0,14281;
60628;0,142822;
60630;0,142834;
60631;0,142848;
60632;0,142862;
60634;0,142874;
60635;0,142888;
60648;0,142874;
60649;0,142888;
60659;0,142881;
60665;0,142883;
60670;0,142888;
60671;0,142902;
60672;0,142916;
60675;0,142925;
60676;0,14294;
60685;0,142935;
60687;0,142947;
60690;0,142956;
60692;0,142968;
60697;0,142972;
60698;0,142987;
60702;0,142994;
60707;0,142998;
60715;0,142996;
60718;0,143005;
60720;0,143017;
60725;0,143022;
60726;0,143036;
60728;0,143048;
60731;0,143057;
60736;0,143062;
60745;0,143057;
60748;0,143066;
60751;0,143076;
60756;0,143081;
60757;0,143095;
60760;0,143104;
60762;0,143116;
60768;0,143118;
60772;0,143125;
60773;0,143139;
60776;0,143149;
60778;0,14316;
60788;0,143153;
60796;0,143151;
60797;0,143165;
60798;0,143179;
60801;0,143188;
60804;0,143198;
60809;0,143202;
60810;0,143217;
60817;0,143217;
60819;0,143228;
60823;0,143235;
60827;0,143242;
60828;0,143256;
60831;0,143266;
60834;0,143275;
60839;0,14328;
60845;0,143282;
60846;0,143296;
60857;0,143287;
60861;0,143294;
60863;0,143305;
60867;0,143312;
60874;0,143312;
60879;0,143317;
60880;0,143331;
60882;0,143343;
60886;0,14335;
60890;0,143357;
60892;0,143369;
60894;0,14338;
60895;0,143394;
60898;0,143404;
60899;0,143418;
60901;0,14343;
60904;0,143439;
60906;0,143451;
60915;0,143446;
60916;0,14346;
60917;0,143474;
60932;0,143455;
60937;0,14346;
60942;0,143464;
60946;0,143471;
60949;0,143481;
60959;0,143473;
60967;0,143471;
60976;0,143466;
60991;0,143447;
60994;0,143457;
60996;0,143468;
60997;0,143482;
61002;0,143487;
61015;0,143473;
61016;0,143487;
61018;0,143499;
61026;0,143496;
61027;0,14351;
61034;0,14351;
61037;0,14352;
61038;0,143534;
61051;0,143519;
61062;0,14351;
61068;0,143512;
61081;0,143498;
61083;0,14351;
61089;0,143512;
61093;0,143519;
61094;0,143533;
61098;0,14354;
61101;0,143549;
61102;0,143563;
61106;0,14357;
61112;0,143572;
61115;0,143582;
61116;0,143596;
61123;0,143596;
61125;0,143607;
61130;0,143612;
61132;0,143624;
61133;0,143638;
61136;0,143647;
61137;0,143661;
61141;0,143668;
61146;0,143673;
61147;0,143687;
61148;0,143701;
61156;0,143698;
61159;0,143707;
61161;0,143719;
61163;0,143731;
61167;0,143738;
61168;0,143752;
61175;0,143752;
61176;0,143766;
61179;0,143775;
61183;0,143782;
61184;0,143796;
61188;0,143803;
61197;0,143798;
61203;0,1438;
61205;0,143812;
61210;0,143816;
61212;0,143828;
61217;0,143833;
61218;0,143847;
61224;0,143849;
61227;0,143858;
61228;0,143872;
61229;0,143886;
61232;0,143895;
61236;0,143902;
61241;0,143907;
61244;0,143916;
61250;0,143918;
61253;0,143928;
61254;0,143942;
61257;0,143951;
61258;0,143965;
61266;0,143962;
61268;0,143974;
61270;0,143986;
61271;0,144;
61276;0,144004;
61282;0,144006;
61285;0,144016;
61289;0,144023;
61290;0,144037;
61292;0,144048;
61297;0,144053;
61298;0,144067;
61299;0,144081;
61304;0,144085;
61312;0,144083;
61315;0,144092;
61319;0,144099;
61322;0,144108;
61324;0,14412;
61329;0,144124;
61333;0,144131;
61336;0,14414;
61337;0,144154;
61340;0,144164;
61345;0,144168;
61346;0,144182;
61351;0,144187;
61352;0,144201;
61354;0,144212;
61361;0,144212;
61368;0,144212;
61375;0,144212;
61377;0,144223;
61389;0,144212;
61391;0,144223;
61396;0,144228;
61400;0,144235;
61401;0,144248;
61404;0,144258;
61407;0,144267;
61408;0,144281;
61414;0,144283;
61425;0,144274;
61427;0,144285;
61428;0,144299;
61434;0,144301;
61439;0,144306;
61448;0,144301;
61457;0,144296;
61460;0,144305;
61463;0,144314;
61476;0,1443;
61478;0,144312;
61482;0,144319;
61484;0,14433;
61486;0,144342;
61487;0,144356;
61493;0,144358;
61496;0,144367;
61500;0,144374;
61502;0,144386;
61503;0,144399;
61506;0,144409;
61509;0,144418;
61511;0,144429;
61516;0,144434;
61518;0,144446;
61523;0,14445;
61524;0,144464;
61531;0,144464;
61532;0,144478;
61534;0,144489;
61535;0,144503;
61540;0,144508;
61548;0,144505;
61552;0,144512;
61557;0,144516;
61558;0,14453;
61560;0,144542;
61573;0,144528;
61586;0,144513;
61587;0,144527;
61590;0,144536;
61591;0,14455;
61592;0,144564;
61593;0,144578;
61594;0,144592;
61602;0,144589;
61605;0,144599;
61608;0,144608;
61610;0,144619;
61620;0,144612;
61631;0,144603;
61638;0,144602;
61640;0,144614;
61644;0,144621;
61645;0,144635;
61648;0,144644;
61649;0,144658;
61657;0,144655;
61671;0,144638;
61672;0,144652;
61677;0,144657;
61684;0,144657;
61686;0,144668;
61689;0,144677;
61697;0,144675;
61704;0,144675;
61707;0,144684;
61709;0,144695;
61710;0,144709;
61711;0,144723;
61712;0,144737;
61713;0,144751;
61714;0,144765;
61718;0,144771;
61719;0,144785;
61729;0,144778;
61734;0,144782;
61738;0,144789;
61741;0,144798;
61745;0,144805;
61753;0,144803;
61756;0,144812;
61758;0,144823;
61759;0,144837;
61761;0,144849;
61770;0,144844;
61774;0,144851;
61777;0,14486;
61779;0,144871;
61782;0,14488;
61783;0,144894;
61785;0,144906;
61787;0,144917;
61792;0,144922;
61793;0,144936;
61800;0,144935;
61801;0,144949;
61805;0,144956;
61806;0,14497;
61814;0,144967;
61821;0,144967;
61826;0,144971;
61829;0,144981;
61831;0,144992;
61832;0,145006;
61836;0,145013;
61843;0,145012;
61845;0,145024;
61846;0,145038;
61848;0,145049;
61849;0,145063;
61862;0,145049;
61866;0,145055;
61871;0,14506;
61876;0,145064;
61877;0,145078;
61881;0,145085;
61897;0,145064;
61898;0,145077;
61901;0,145087;
61906;0,145091;
61908;0,145102;
61917;0,145097;
61920;0,145107;
61923;0,145116;
61925;0,145127;
61953;0,145078;
61955;0,145089;
61956;0,145103;
61959;0,145112;
61966;0,145112;
61968;0,145123;
61974;0,145125;
61976;0,145137;
61981;0,145141;
61983;0,145153;
61987;0,145159;
61990;0,145169;
61992;0,14518;
61998;0,145182;
62003;0,145187;
62007;0,145193;
62013;0,145195;
62016;0,145204;
62017;0,145218;
62020;0,145227;
62023;0,145236;
62024;0,14525;
62026;0,145262;
62027;0,145275;
62033;0,145278;
62034;0,145291;
62043;0,145286;
62053;0,145279;
62056;0,145288;
62065;0,145283;
62066;0,145297;
62067;0,145311;
62070;0,14532;
62076;0,145322;
62082;0,145324;
62086;0,145331;
62089;0,14534;
62092;0,145349;
62093;0,145363;
62094;0,145376;
62100;0,145378;
62101;0,145392;
62105;0,145399;
62106;0,145413;
62108;0,145424;
62114;0,145426;
62125;0,145416;
62134;0,145412;
62139;0,145416;
62145;0,145418;
62160;0,145399;
62164;0,145406;
62166;0,145417;
62167;0,145431;
62170;0,14544;
62174;0,145447;
62177;0,145456;
62182;0,14546;
62190;0,145457;
62194;0,145464;
62195;0,145478;
62200;0,145482;
62203;0,145491;
62212;0,145486;
62217;0,145491;
62228;0,145481;
62234;0,145483;
62236;0,145495;
62240;0,145501;
62251;0,145492;
62261;0,145484;
62277;0,145463;
62278;0,145477;
62291;0,145462;
62292;0,145476;
62293;0,14549;
62307;0,145473;
62313;0,145475;
62315;0,145487;
62321;0,145489;
62322;0,145502;
62328;0,145504;
62330;0,145516;
62341;0,145506;
62344;0,145515;
62345;0,145529;
62346;0,145543;
62357;0,145533;
62367;0,145526;
62368;0,145539;
62384;0,145518;
62387;0,145527;
62391;0,145534;
62393;0,145545;
62394;0,145559;
62399;0,145563;
62414;0,145544;
62418;0,145551;
62419;0,145565;
62423;0,145571;
62425;0,145583;
62430;0,145587;
62433;0,145596;
62437;0,145603;
62450;0,145588;
62454;0,145595;
62458;0,145602;
62477;0,145574;
62480;0,145583;
62495;0,145564;
62499;0,14557;
62505;0,145572;
62509;0,145579;
62510;0,145593;
62512;0,145604;
62514;0,145615;
62523;0,14561;
62531;0,145608;
62532;0,145621;
62535;0,14563;
62539;0,145637;
62541;0,145648;
62549;0,145646;
62554;0,14565;
62557;0,145659;
62558;0,145673;
62559;0,145686;
62560;0,1457;
62564;0,145707;
62565;0,14572;
62567;0,145732;
62572;0,145736;
62582;0,145729;
62585;0,145738;
62591;0,14574;
62595;0,145746;
62598;0,145755;
62602;0,145762;
62605;0,145771;
62612;0,145771;
62615;0,14578;
62628;0,145765;
62629;0,145779;
62631;0,14579;
62633;0,145802;
62648;0,145783;
62649;0,145796;
62651;0,145808;
62652;0,145821;
62662;0,145814;
62663;0,145828;
62665;0,145839;
62673;0,145836;
62675;0,145848;
62678;0,145857;
62679;0,14587;
62682;0,145879;
62683;0,145893;
62689;0,145895;
62693;0,145901;
62696;0,14591;
62703;0,14591;
62704;0,145924;
62713;0,145919;
62715;0,14593;
62719;0,145937;
62721;0,145948;
62731;0,145941;
62732;0,145954;
62734;0,145966;
62737;0,145974;
62740;0,145983;
62741;0,145997;
62746;0,146001;
62748;0,146013;
62756;0,14601;
62758;0,146021;
62760;0,146033;
62770;0,146025;
62778;0,146022;
62785;0,146022;
62789;0,146029;
62800;0,146019;
62809;0,146014;
62821;0,146002;
62826;0,146006;
62827;0,14602;
62831;0,146027;
62832;0,14604;
62835;0,146049;
62842;0,146049;
62846;0,146055;
62847;0,146069;
62848;0,146083;
62850;0,146094;
62851;0,146107;
62852;0,146121;
62859;0,146121;
62860;0,146134;
62862;0,146146;
62866;0,146152;
62870;0,146159;
62871;0,146172;
62873;0,146184;
62874;0,146197;
62876;0,146208;
62879;0,146217;
62886;0,146217;
62895;0,146212;
62898;0,146221;
62901;0,14623;
62902;0,146243;
62910;0,146241;
62915;0,146245;
62916;0,146259;
62918;0,14627;
62927;0,146265;
62928;0,146278;
62929;0,146292;
62933;0,146298;
62934;0,146312;
62941;0,146312;
62943;0,146323;
62945;0,146334;
62948;0,146343;
62955;0,146343;
62957;0,146354;
62966;0,146349;
62967;0,146362;
62968;0,146376;
62972;0,146383;
62982;0,146375;
62983;0,146389;
62985;0,1464;
62986;0,146413;
62987;0,146427;
62991;0,146434;
62992;0,146447;
63002;0,14644;
63005;0,146449;
63008;0,146458;
63013;0,146462;
63018;0,146466;
63020;0,146477;
63022;0,146489;
63027;0,146493;
63033;0,146495;
63034;0,146508;
63037;0,146517;
63043;0,146519;
63044;0,146533;
63045;0,146546;
63046;0,14656;
63048;0,146571;
63051;0,14658;
63062;0,14657;
63068;0,146572;
63073;0,146576;
63074;0,14659;
63078;0,146596;
63079;0,14661;
63082;0,146619;
63083;0,146632;
63089;0,146634;
63095;0,146636;
63101;0,146638;
63107;0,14664;
63108;0,146653;
63109;0,146667;
63117;0,146664;
63120;0,146673;
63122;0,146684;
63126;0,146691;
63129;0,1467;
63134;0,146704;
63137;0,146713;
63139;0,146724;
63141;0,146735;
63142;0,146749;
63145;0,146757;
63159;0,146741;
63161;0,146752;
63163;0,146763;
63165;0,146774;
63166;0,146788;
63177;0,146778;
63178;0,146792;
63182;0,146798;
63184;0,146809;
63190;0,146811;
63196;0,146813;
63199;0,146822;
63201;0,146833;
63206;0,146837;
63207;0,146851;
63213;0,146853;
63221;0,14685;
63228;0,146849;
63229;0,146863;
63230;0,146876;
63236;0,146878;
63248;0,146866;
63250;0,146877;
63251;0,146891;
63252;0,146904;
63256;0,146911;
63258;0,146922;
63260;0,146933;
63261;0,146947;
63265;0,146953;
63267;0,146964;
63268;0,146978;
63272;0,146984;
63273;0,146998;
63274;0,147011;
63277;0,14702;
63289;0,147008;
63291;0,147019;
63312;0,146986;
63323;0,146977;
63330;0,146976;
63332;0,146987;
63333;0,147001;
63334;0,147014;
63335;0,147028;
63336;0,147041;
63337;0,147055;
63353;0,147033;
63364;0,147024;
63365;0,147037;
63368;0,147046;
63371;0,147055;
63380;0,14705;
63382;0,147061;
63383;0,147074;
63385;0,147085;
63399;0,147069;
63407;0,147066;
63415;0,147063;
63423;0,14706;
63431;0,147057;
63432;0,147071;
63434;0,147082;
63439;0,147086;
63444;0,14709;
63445;0,147104;
63450;0,147108;
63451;0,147121;
63458;0,147121;
63464;0,147123;
63477;0,147108;
63486;0,147103;
63490;0,14711;
63501;0,1471;
63513;0,147088;
63521;0,147085;
63525;0,147092;
63528;0,1471;
63534;0,147102;
63536;0,147113;
63542;0,147115;
63545;0,147124;
63548;0,147133;
63553;0,147137;
63555;0,147148;
63565;0,147141;
63566;0,147154;
63570;0,147161;
63576;0,147162;
63579;0,147171;
63580;0,147185;
63582;0,147196;
63587;0,1472;
63590;0,147209;
63604;0,147192;
63605;0,147205;
63610;0,14721;
63611;0,147223;
63624;0,147209;
63627;0,147217;
63629;0,147228;
63630;0,147242;
63633;0,147251;
63636;0,147259;
63637;0,147273;
63638;0,147286;
63644;0,147288;
63648;0,147294;
63661;0,14728;
63664;0,147289;
63674;0,147281;
63676;0,147293;
63678;0,147304;
63679;0,147317;
63682;0,147326;
63684;0,147337;
63686;0,147348;
63696;0,14734;
63700;0,147347;
63711;0,147337;
63713;0,147348;
63715;0,147359;
63724;0,147354;
63727;0,147363;
63732;0,147367;
63741;0,147362;
63744;0,147371;
63760;0,147349;
63770;0,147342;
63772;0,147353;
63774;0,147364;
63776;0,147375;
63780;0,147382;
63785;0,147386;
63786;0,147399;
63791;0,147403;
63792;0,147417;
63797;0,147421;
63802;0,147425;
63806;0,147431;
63812;0,147433;
63816;0,14744;
63819;0,147448;
63820;0,147462;
63824;0,147468;
63828;0,147474;
63832;0,147481;
63845;0,147467;
63851;0,147468;
63853;0,147479;
63863;0,147472;
63868;0,147476;
63869;0,147489;
63871;0,1475;
63872;0,147514;
63878;0,147516;
63883;0,14752;
63885;0,147531;
63886;0,147544;
63888;0,147555;
63892;0,147562;
63897;0,147566;
63899;0,147577;
63903;0,147583;
63904;0,147596;
63908;0,147603;
63912;0,147609;
63914;0,14762;
63919;0,147624;
63920;0,147638;
63921;0,147651;
63925;0,147657;
63928;0,147666;
63931;0,147675;
63933;0,147686;
63935;0,147697;
63937;0,147708;
63938;0,147721;
63939;0,147735;
63942;0,147743;
63958;0,147722;
63968;0,147714;
63985;0,147691;
63994;0,147686;
63995;0,147699;
63999;0,147705;
64001;0,147716;
64003;0,147727;
64006;0,147736;
64007;0,147749;
64008;0,147763;
64015;0,147762;
64033;0,147736;
64041;0,147733;
64042;0,147747;
64047;0,147751;
64051;0,147757;
64053;0,147768;
64054;0,147782;
64055;0,147795;
64056;0,147808;
64070;0,147791;
64073;0,1478;
64076;0,147809;
64085;0,147804;
64086;0,147817;
64088;0,147828;
64093;0,147832;
64095;0,147843;
64099;0,147849;
64100;0,147863;
64103;0,147871;
64107;0,147878;
64111;0,147884;
64115;0,147891;
64116;0,147904;
64117;0,147917;
64118;0,14793;
64121;0,147939;
64126;0,147943;
64128;0,147954;
64132;0,14796;
64141;0,147955;
64150;0,14795;
64154;0,147956;
64159;0,147961;
64160;0,147974;
64166;0,147976;
64168;0,147987;
64169;0,148;
64170;0,148013;
64171;0,148026;
64172;0,14804;
64173;0,148053;
64185;0,148041;
64192;0,14804;
64194;0,148051;
64196;0,148062;
64197;0,148075;
64198;0,148089;
64199;0,148102;
64201;0,148113;
64204;0,148122;
64211;0,148121;
64218;0,14812;
64221;0,148129;
64222;0,148142;
64227;0,148146;
64230;0,148155;
64231;0,148168;
64244;0,148154;
64250;0,148156;
64251;0,148169;
64253;0,14818;
64259;0,148182;
64263;0,148188;
64265;0,148199;
64269;0,148205;
64270;0,148218;
64271;0,148232;
64273;0,148243;
64278;0,148247;
64280;0,148258;
64282;0,148269;
64286;0,148275;
64290;0,148281;
64292;0,148292;
64293;0,148305;
64302;0,1483;
64303;0,148313;
64308;0,148317;
64311;0,148326;
64317;0,148328;
64320;0,148336;
64323;0,148345;
64324;0,148358;
64328;0,148365;
64330;0,148376;
64331;0,148389;
64332;0,148402;
64340;0,148399;
64342;0,14841;
64344;0,148421;
64345;0,148434;
64352;0,148434;
64356;0,14844;
64363;0,148439;
64364;0,148453;
64368;0,148459;
64370;0,14847;
64374;0,148476;
64378;0,148482;
64379;0,148496;
64384;0,1485;
64385;0,148513;
64388;0,148521;
64393;0,148525;
64395;0,148536;
64401;0,148538;
64408;0,148537;
64409;0,148551;
64427;0,148525;
64429;0,148536;
64435;0,148537;
64437;0,148548;
64442;0,148552;
64451;0,148547;
64452;0,14856;
64456;0,148566;
64457;0,14858;
64458;0,148593;
64460;0,148604;
64474;0,148587;
64478;0,148593;
64479;0,148607;
64481;0,148617;
64482;0,148631;
64485;0,148639;
64488;0,148648;
64491;0,148656;
64497;0,148658;
64502;0,148662;
64504;0,148673;
64509;0,148677;
64511;0,148688;
64515;0,148694;
64527;0,148682;
64537;0,148674;
64539;0,148685;
64540;0,148698;
64542;0,148709;
64544;0,14872;
64547;0,148729;
64553;0,148731;
64569;0,148709;
64573;0,148715;
64579;0,148717;
64586;0,148716;
64592;0,148718;
64597;0,148722;
64598;0,148735;
64603;0,148739;
64609;0,148741;
64615;0,148743;
64621;0,148744;
64623;0,148755;
64626;0,148764;
64636;0,148756;
64639;0,148765;
64643;0,148771;
64647;0,148777;
64655;0,148774;
64662;0,148774;
64663;0,148787;
64665;0,148798;
64667;0,148809;
64683;0,148787;
64684;0,1488;
64686;0,148811;
64691;0,148815;
64706;0,148796;
64707;0,148809;
64711;0,148816;
64716;0,148819;
64717;0,148833;
64721;0,148839;
64725;0,148845;
64726;0,148858;
64729;0,148867;
64731;0,148878;
64736;0,148882;
64741;0,148886;
64744;0,148894;
64760;0,148873;
64761;0,148886;
64763;0,148897;
64768;0,148901;
64769;0,148914;
64773;0,14892;
64781;0,148917;
64789;0,148914;
64790;0,148927;
64794;0,148934;
64801;0,148933;
64805;0,148939;
64817;0,148927;
64818;0,14894;
64823;0,148944;
64829;0,148946;
64831;0,148957;
64832;0,14897;
64834;0,14898;
64836;0,148991;
64838;0,149002;
64850;0,14899;
64854;0,148996;
64856;0,149007;
64858;0,149018;
64859;0,149031;
64862;0,149039;
64869;0,149039;
64874;0,149043;
64875;0,149056;
64876;0,149069;
64877;0,149082;
64878;0,149095;
64882;0,149101;
64886;0,149108;
64888;0,149118;
64893;0,149122;
64895;0,149133;
64901;0,149135;
64902;0,149148;
64906;0,149154;
64912;0,149156;
64915;0,149164;
64924;0,149159;
64927;0,149168;
64931;0,149174;
64941;0,149166;
64942;0,149179;
64946;0,149185;
64947;0,149199;
64956;0,149193;
64957;0,149206;
64959;0,149217;
64960;0,14923;
64962;0,149241;
64963;0,149254;
64964;0,149267;
64968;0,149273;
64973;0,149277;
64977;0,149284;
64979;0,149294;
64983;0,149301;
64987;0,149307;
64988;0,14932;
64991;0,149328;
64994;0,149337;
64998;0,149343;
65002;0,149349;
65003;0,149362;
65008;0,149366;
65012;0,149372;
65015;0,149381;
65018;0,149389;
65029;0,14938;
65036;0,149379;
65040;0,149385;
65041;0,149398;
65051;0,14939;
65071;0,14936;
65074;0,149368;
65075;0,149381;
65080;0,149385;
65081;0,149398;
65084;0,149407;
65092;0,149404;
65093;0,149417;
65096;0,149425;
65097;0,149439;
65098;0,149452;
65101;0,14946;
65104;0,149469;
65105;0,149482;
65110;0,149485;
65113;0,149494;
65116;0,149502;
65117;0,149515;
65118;0,149529;
65122;0,149535;
65125;0,149543;
65130;0,149547;
65131;0,14956;
65137;0,149562;
65138;0,149575;
65144;0,149576;
65148;0,149582;
65149;0,149596;
65152;0,149604;
65162;0,149596;
65163;0,149609;
65167;0,149616;
65179;0,149603;
65183;0,14961;
65191;0,149607;
65196;0,14961;
65198;0,149621;
65201;0,14963;
65203;0,14964;
65207;0,149647;
65213;0,149648;
65215;0,149659;
65216;0,149672;
65219;0,14968;
65221;0,149691;
65223;0,149702;
65224;0,149715;
65228;0,149721;
65230;0,149732;
65232;0,149742;
65233;0,149755;
65238;0,149759;
65243;0,149763;
65245;0,149774;
65250;0,149778;
65255;0,149782;
65261;0,149783;
65263;0,149794;
65264;0,149807;
65275;0,149797;
65278;0,149805;
65279;0,149818;
65285;0,14982;
65295;0,149812;
65307;0,1498;
65308;0,149813;
65311;0,149822;
65316;0,149825;
65318;0,149836;
65320;0,149847;
65326;0,149848;
65329;0,149857;
65332;0,149865;
65333;0,149878;
65339;0,14988;
65348;0,149875;
65357;0,149869;
65358;0,149882;
65359;0,149895;
65361;0,149906;
65364;0,149914;
65373;0,149909;
65378;0,149913;
65385;0,149912;
65387;0,149923;
65389;0,149933;
65390;0,149946;
65393;0,149955;
65398;0,149959;
65405;0,149958;
65407;0,149969;
65412;0,149972;
65420;0,149969;
65421;0,149982;
65432;0,149972;
65433;0,149985;
65436;0,149994;
65438;0,150005;
65440;0,150015;
65441;0,150028;
65449;0,150025;
65455;0,150027;
65459;0,150033;
65468;0,150027;
65471;0,150036;
65475;0,150042;
65478;0,15005;
65479;0,150063;
65484;0,150067;
65487;0,150076;
65495;0,150073;
65496;0,150086;
65498;0,150096;
65500;0,150107;
65502;0,150118;
65511;0,150112;
65513;0,150123;
65515;0,150134;
65519;0,15014;
65521;0,15015;
65522;0,150163;
65526;0,150169;
65530;0,150175;
66199;0,148673;
66543;0,147919;
66598;0,147812;
66644;0,147725;
66739;0,14753;
67029;0,146907;
67050;0,146875;
67107;0,146766;
67308;0,146342;
67473;0,145999;
67475;0,14601;
67487;0,145998;
67678;0,145601;
67792;0,145371;
67873;0,145212;
67879;0,145214;
67902;0,14518;
68001;0,144983;
68117;0,144751;
68132;0,144734;
68188;0,14463;
68207;0,144604;
68254;0,144519;
68282;0,144474;
68289;0,144474;
68315;0,144434;
68373;0,144326;
68424;0,144233;
68632;0,14381;
68732;0,143616;
68750;0,143593;
68847;0,143405;
68867;0,143378;
68921;0,14328;
68938;0,143259;
68971;0,143205;
68973;0,143215;
69054;0,143062;
69089;0,143004;
69179;0,142832;
69283;0,142632;
69370;0,142468;
69442;0,142335;
69540;0,142148;
69582;0,142077;
69635;0,141983;
69642;0,141983;
69652;0,141977;
69676;0,141943;
69686;0,141937;
69827;0,141664;
69834;0,141665;
69839;0,141669;
69843;0,141675;
69889;0,141596;
69938;0,141511;
69985;0,14143;
70010;0,141394;
70056;0,141316;
70061;0,14132;
70069;0,141318;
70079;0,141312;
70098;0,141288;
70099;0,1413;
70132;0,141248;
70155;0,141216;
70173;0,141194;
70223;0,141108;
70274;0,141019;
70283;0,141016;
70291;0,141014;
70338;0,140934;
70360;0,140904;
70463;0,140712;
70504;0,140645;
70523;0,140621;
70532;0,140617;
70540;0,140615;
70574;0,140562;
70699;0,140327;
70712;0,140316;
70749;0,140256;
70790;0,140189;
70817;0,14015;
